Column1,Product_Name,Product_Description,Product_Reviews,Product_Price,RAM_(GB),ROM_(GB),Display_Size_(inch),Battery_(mAh),Brand
227,"OPPO Reno14 5G (Mint Green, 256 GB)",8 GB RAM | 256 GB ROM16.74 cm (6.59 inch) Display50MP + 8MP + 50MP | 50MP Front Camera6000 mAh BatteryDimensity 8350 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4,37999,8,256,6.59,6000,OPPO
228,"OnePlus Nord 5 5G (Dry Ice, 256 GB)",12 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP Rear Camera6800 mAh Battery1 Year Warranty,4.7,35880,12,256,6.83,6800,OnePlus
229,"OnePlus Nord 5 5G (Marble Sands, 256 GB)",12 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP Rear Camera6800 mAh Battery1 Year Warranty,4.7,36406,12,256,6.83,6800,OnePlus
230,"realme 15 Pro 5G (Silk Purple, 256 GB)",12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Display50MP + 50MP | 50MP Front Camera7000 mAh BatterySnapdragon 7 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,0,35999,12,256,6.8,7000,realme
231,"realme 15 Pro 5G (Flowing Silver, 512 GB)",12 GB RAM | 512 GB ROM17.27 cm (6.8 inch) Display50MP + 50MP | 50MP Front Camera7000 mAh BatterySnapdragon 7 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,0,38999,12,512,6.8,7000,realme
232,"realme 15 Pro 5G (Flowing Silver, 256 GB)",12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Display50MP + 50MP | 50MP Front Camera7000 mAh BatterySnapdragon 7 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,0,35999,12,256,6.8,7000,realme
233,"realme 15 Pro 5G (Velvet Green, 256 GB)",12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Display50MP + 50MP | 50MP Front Camera7000 mAh BatterySnapdragon 7 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,0,35999,12,256,6.8,7000,realme
234,"vivo V29 Pro 5G (Black, 256 GB)",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 12MP + 8MP | 50MP Front Camera4600 mAh BatteryDimensity 8200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.5,22000,8,256,6.78,4600,vivo
235,"Samsung Galaxy S21 FE 5G (Olive Green, 128 GB)",8 GB RAM | 128 GB ROM16.26 cm (6.4 inch) Full HD+ Display12MP + 12MP + 8MP (OIS) | 32MP Front Camera4500 mAh Lithium-ion Battery1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.3,39999,8,128,6.4,4500,Samsung
236,"Tecno Camon 30 Premier 5G (Lava Black, 512 GB)",12 GB RAM | 512 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 50MP + 50MP | 50MP Front Camera5000 mAh BatteryDimensity 8200 5G Processor1 Year Manufacturer Warranty for Phone,4,39999,12,512,6.67,5000,Tecno
237,"Tecno Camon 30 Premier 5G (Snowy Silver, 512 GB)",12 GB RAM | 512 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 50MP + 50MP | 50MP Front Camera5000 mAh BatteryDimensity 8200 5G Processor1 Year Manufacturer Warranty for Phone,4,39999,12,512,6.67,5000,Tecno
238,"Samsung Galaxy S21 FE 5G (Lavender, 128 GB)",8 GB RAM | 128 GB ROM16.26 cm (6.4 inch) Full HD+ Display12MP + 12MP + 8MP (OIS) | 32MP Front Camera4500 mAh Lithium-ion Battery5nm Exynos 2100 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.3,39999,8,128,6.4,4500,Samsung
240,"vivo V29 5G (Red, 256 GB)",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 8MP + 2MP | 50MP Front Camera4600 mAh Battery778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.5,36999,12,256,6.78,4600,vivo
241,"Mi 11X Pro 5G (Cosmic Black, 128 GB)",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 5MP | 20MP Front Camera4520 mAh BatteryQualcomm Snapdragon 888 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories,4,39999,8,128,6.67,4520,Mi
242,"vivo V27 5G (Magic Blue, 256 GB)",12 GB RAM | 256 GB ROM17.22 cm (6.78 Inch) Full HD+ AMOLED Display50MP (OIS) + 8MP + 2MP | 50MP Front Camera4600 mAh BatteryMediatek Dimensity 7200 5G Processor1 Year Brand Warranty,4.4,36999,12,256,6.7,4600,vivo
243,"OnePlus 10R (Sierra Black, 128 GB)",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera | 16MP Front Camera5000 mAh Battery1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,4.3,27599,8,128,6.7,5000,OnePlus
244,"(Refurbished) Samsung Galaxy S23 5G (Cream, 256 GB)",Grade: Refurbished - SuperbCompatible Charger & Cable8 GB RAM | 256 GB ROM |15.49 cm Full HD+ Display50MP Rear Camera | 12MP Front Camera3900 mAh BatteryQualcomm Snapdragon 8 Gen 2 ProcessorSeller warranty of 1 Year,3.9,39999,8,256,6.7,3900,(Refurbished)
245,"Apple iPhone SE (Black, 64 GB) (Includes EarPods, Power Adapter)","64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately1 year warranty for phone and 1 year warranty for in Box Accessories.",4.5,39900,8,64,4.7,5000,Apple
246,"Infinix Zero Ultra (Genesis Noir, 256 GB)",8 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ Display200MP + 13MP + 2MP | 32MP Front Camera4500 mAh Lithium-ion Polymer BatteryMediatek Dimensity 920 Processor1 Year on Handset and 6 Months on Accessories,4,36999,8,256,6.8,4500,Infinix
247,"vivo X50 (Glaze Black, 128 GB)",8 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Full HD+ E3 Super AMOLED Display48MP + 13MP + 8MP + 5MP | 32MP Front Camera4200 mAh Lithium-ion BatteryQualcomm Snapdragon 730 Processor33W Vivo FlashCharge 2.01 Year for Handset and 6 Months for In-box Accessories,4.3,39990,8,128,6.56,4200,vivo
248,"IQOO 3 (Quantum Silver, 128 GB)","8 GB RAM | 128 GB ROM16.36 cm (6.44 inch) Full HD+ Display48MP + 13MP + 13MP + 2MP | 16MP Front Camera4440 mAh Li-ion BatteryQualcomm Snapdragon 865 ProcessorIn-Display Fingerprint Sensor, Monster Touch Buttons55 W Super Flash ChargeSuper AMOLED DisplayBrand Warranty of 1 Year Available for Mobile and Accessories",4.5,37990,8,128,6.44,4440,IQOO
249,"Apple iPhone SE (Red, 64 GB)","64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately1 year warranty for phone and 1 year warranty for in Box Accessories.",4.5,39900,8,64,4.7,5000,Apple
250,EVEREADY Carbon Zinc AA  Battery,Carbon ZincCapacity: 1.5 vColor: RedNA,4.4,159,8,256,6.7,5000,EVEREADY
251,EVEREADY Ultima Pro  Battery,Alkaline BatteryColor: RedShelf life of 10 Years from Mfg.,4.4,270,8,256,6.7,5000,EVEREADY
252,"Samsung Galaxy F05 (Twilight Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.2,6499,4,64,6.74,5000,Samsung
253,"Motorola G85 5G (Cobalt Blue, 128 GB)",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories,4.4,16999,8,128,6.67,5000,Motorola
254,"Motorola G85 5G (Olive Green, 128 GB)",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories,4.4,16999,8,128,6.67,5000,Motorola
255,"Motorola g45 5G (Viva Magenta, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 6s Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.3,11999,8,128,6.5,5000,Motorola
256,EVEREADY 2112 BP4  Battery,Alkaline BatteryColor: RedShelf life of 10 Years from Mfg.,3.8,169,8,256,6.7,5000,EVEREADY
257,"Motorola g45 5G (Brilliant Green, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 6s Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.3,11999,8,128,6.5,5000,Motorola
258,"Motorola g45 5G (Brilliant Blue, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 6s Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.3,11999,8,128,6.5,5000,Motorola
259,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0MP | 0MP Front Camera1000 mAh BatterySC6531E Processor1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES,3.9,1278,8,256,1.77,1000,Nokia
260,"POCO C75 5G (Aqua Bliss, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5160 mAh Battery4s Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,7699,4,64,6.88,5160,POCO
261,"Motorola G85 5G (Viva Magenta, 128 GB)",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories,4.4,16999,8,128,6.67,5000,Motorola
262,"Apple iPhone 16 (Black, 128 GB)","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,74900,8,128,6.1,5000,Apple
263,"Motorola Edge 50 Fusion (Marshmallow Blue, 256 GB)",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera5000 mAh Battery7s Gen 2 Processor1 Year on Handset and 6 Months on Accessories,4.4,20999,12,256,6.7,5000,Motorola
264,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5,10999,6,128,6.74,6000,vivo
265,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 13MP | 32MP Front Camera5500 mAh BatteryDimensity 7400 Processor68W Charger1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.5,22999,8,256,6.67,5500,MOTOROLA
268,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4,12999,8,256,6.74,6000,vivo
269,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4,12999,8,256,6.74,6000,vivo
271,"POCO C75 5G (Enchanted Green, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5160 mAh Battery4s Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,7699,4,64,6.88,5160,POCO
272,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5,9999,4,128,6.74,6000,vivo
273,"vivo T4x 5G (Pronto Purple, 128 GB)",8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display50MP + 2MP | 8MP Front Camera6500 mAh BatteryDimensity 7300 5G Processor1 Year Warranty for Device and 6 Months Warranty for Accessories,4.5,14999,8,128,6.72,6500,vivo
274,"vivo T4x 5G (Marine Blue, 128 GB)",6 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display50MP + 2MP | 8MP Front Camera6500 mAh BatteryDimensity 7300 5G Processor1 Year Warranty for Device and 6 Months Warranty for Accessories,4.4,13999,6,128,6.72,6500,vivo
275,"vivo T4x 5G (Pronto Purple, 256 GB)",8 GB RAM | 256 GB ROM17.07 cm (6.72 inch) Display50MP + 2MP | 8MP Front Camera6500 mAh BatteryDimensity 7300 5G Processor1 Year Warranty for Device and 6 Months Warranty for Accessories,4.5,16999,8,256,6.72,6500,vivo
276,"vivo T4x 5G (Marine Blue, 256 GB)",8 GB RAM | 256 GB ROM17.07 cm (6.72 inch) Display50MP + 2MP | 8MP Front Camera6500 mAh BatteryDimensity 7300 5G Processor1 Year Warranty for Device and 6 Months Warranty for Accessories,4.5,16999,8,256,6.72,6500,vivo
277,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 13MP | 32MP Front Camera5500 mAh BatteryDimensity 7400 Processor68W Charger1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.5,22999,8,256,6.67,5500,MOTOROLA
278,"vivo T4x 5G (Pronto Purple, 128 GB)",6 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display50MP + 2MP | 8MP Front Camera6500 mAh BatteryDimensity 7300 5G Processor1 Year Warranty for Device and 6 Months Warranty for Accessories,4.4,13999,6,128,6.72,6500,vivo
279,"Apple iPhone 16 (White, 128 GB)","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,74900,8,128,6.1,5000,Apple
280,"MOTOROLA Edge 60 Fusion 5G (PANTONE Amazonite, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 13MP | 32MP Front Camera5500 mAh BatteryDimensity 7400 Processor68W Charger1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.5,22999,8,256,6.67,5500,MOTOROLA
281,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 13MP | 32MP Front Camera5500 mAh BatteryDimensity 7400 Processor68W Charger1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.5,22999,8,256,6.67,5500,MOTOROLA
282,"MOTOROLA g35 5G (Leaf Green, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh BatteryT760 Processor12 5G Bands with VoNR|4K Video Recording|Vision Booster Technology1 Year on Handset and 6 Months on Accessories,4.2,9999,4,128,6.72,5000,MOTOROLA
283,"MOTOROLA Edge 60 Fusion 5G (PANTONE Amazonite, 256 GB)",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 13MP | 32MP Front Camera5500 mAh BatteryDimensity 7400 Processor68W Charger1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.5,24999,12,256,6.67,5500,MOTOROLA
284,"MOTOROLA g05 (Forest Green, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5200 mAh BatteryHelio G81 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.2,7299,4,64,6.67,5200,MOTOROLA
285,"realme C61 (Safari Green, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display32MP Rear Camera | 5MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4,7699,4,64,6.745,5000,realme
286,"MOTOROLA Edge 60 Pro (Pantone Shadow, 256 GB)",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP + 50MP + 10MP | 50MP Front Camera6000 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.4,29999,8,256,6.7,6000,MOTOROLA
287,"POCO C71 (Desert Gold, 128 GB)","6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.48 cm (6.88 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5200 mAh BatteryUnisoc T7250
Max clock speed: 
2 x A75@1.8GHz
6 x A55@1.6GHz Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",4.1,6999,6,128,6.88,5200,POCO
289,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) QVGA Display0MP Front Camera800 mAh Lithium Ion BatterySC6531E Processor1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES,3.9,1275,8,256,1.77,800,Nokia
292,"MOTOROLA g05 (Plum Red, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5200 mAh BatteryHelio G81 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.2,7299,4,64,6.67,5200,MOTOROLA
293,"POCO C75 5G (Aqua Bliss, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5160 mAh Battery4s Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,8499,4,128,6.88,5160,POCO
294,"POCO M6 Plus 5G (Ice Silver, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh BatterySnapdragon 4 Gen2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,10080,6,128,6.79,5030,POCO
295,"realme C61 (Safari Green, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display32MP Rear Camera | 5MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3,8199,6,128,6.745,5000,realme
297,"realme C61 (Marble Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display32MP Rear Camera | 5MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3,8199,6,128,6.745,5000,realme
298,"POCO C75 5G (Silver Stardust, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5160 mAh Battery4s Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,7699,4,64,6.88,5160,POCO
299,"Apple iPhone 16 (Teal, 128 GB)","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,74900,8,128,6.1,5000,Apple
300,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Sunset Peach, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5,11999,4,128,6.67,6000,OPPO
301,"Apple iPhone 15 (Black, 128 GB)","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,64900,8,128,6.1,5000,Apple
303,"OnePlus 12 (Silky Black, 256 GB)",12 GB RAM | 256 GB ROM17.32 cm (6.82 inch) Display64MP Rear Camera5400 mAh Battery1 Year Brand Warranty,4.6,57999,12,256,6.82,5400,OnePlus
306,"OnePlus 10R 5G (Sierra Black, 256 GB)",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera4500 mAh Battery1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,4.3,39999,12,256,6.7,4500,OnePlus
307,"Xiaomi 14 CIVI (Matcha Green, 512 GB)",12 GB RAM | 512 GB ROM16.64 cm (6.55 inch) Display50MP Rear Camera | 32MP + 32MP Dual Front Camera4700 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4,38999,12,512,6.55,4700,Xiaomi
308,"OnePlus 10T 5G (Jade Green, 128 GB)","8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera4800 mAh Battery1 year on phone, 6 months on accessories",4.3,34979,8,128,6.7,4800,OnePlus
309,"OnePlus 12R (Cool Blue, 256 GB)",16 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5500 mAh Battery1 Year Brand Warranty,4.5,36999,16,256,6.78,5500,OnePlus
311,"IQOO 9T 5G (LEGEND, 256 GB)",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera4700 mAh Battery1 Year,4,59899,12,256,6.78,4700,IQOO
318,"OnePlus 10 Pro 5G (Emerald Forest, 128 GB)",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display48MP Rear Camera5000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.2,32499,8,128,6.7,5000,OnePlus
319,"Samsung Galaxy Z Flip3 5G (Cream, 256 GB)",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display12MP + 12MP | 10MP Front Camera3300 mAh Lithium-ion BatteryQualcomm Snapdragon 888 Octa-Core Processor1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-Box Accessories,4.2,49990,8,256,6.7,3300,Samsung
321,"OnePlus 10 Pro 5G (Emerald Forest, 256 GB)",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display48MP Rear Camera5000 mAh Battery12 months,3.9,39999,12,256,6.7,5000,OnePlus
324,"Apple iPhone 11 (Green, 64 GB) (Includes EarPods, Power Adapter)",64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.,4.6,49900,8,64,6.1,5000,Apple
325,"(Refurbished) Samsung Galaxy Z Flip4 5G (Graphite, 128 GB)",Grade: Refurbished - SuperbCompatible Charger & Cable8 GB RAM | 128 GB ROM |6.7 inch Full HD+ Display12MP + 12MP Dual Rear Camera | 10MP Front Camera3700 mAh BatteryQualcomm Snapdragon 8+ Gen 1 ProcessorSeller warranty of 1 Year,0,39999,8,128,6.7,3700,(Refurbished)
328,"(Refurbished) Google Pixel 7a (Charcoal, 128 GB)",Grade: Refurbished - SuperbCompatible Charger & Cable8 GB RAM | 128 GB ROM |15.49 cm Full HD+ Display64MP + 13MP Dual Rear Camera | 13MP Front Camera4300 mAh BatteryTensor G2 ProcessorSeller warranty of 1 Year,2,29499,8,128,6.7,4300,(Refurbished)
329,"(Refurbished) OnePlus 11 5G (Eternal Green, 128 GB)",Grade: Refurbished - SuperbCompatible Charger & Cable8 GB RAM | 128 GB ROM |6.7 inch Display50MP Rear Camera5000 mAh BatterySeller warranty of 1 Year,0,32999,8,128,6.7,5000,(Refurbished)
338,"Samsung Galaxy S23 FE (Purple, 256 GB)",8 GB RAM | 256 GB ROM16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4500 mAh BatteryExynos 2200 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.4,37999,8,256,6.4,4500,Samsung
341,"Google Pixel 8 (Obsidian, 128 GB)",8 GB RAM | 128 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 12MP | 10.5MP Front Camera4575 mAh BatteryTensor G3 Processor1 Year Domestic Warranty,4.4,44999,8,128,6.2,4575,Google
342,"OnePlus 10 Pro 5G (Emerald Forest, 128 GB)",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display48MP Rear Camera5000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.2,43990,8,128,6.7,5000,OnePlus
343,"OnePlus 10 Pro 5G (Volcanic Black, 256 GB)",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display48MP Rear Camera5000 mAh Battery1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,3.9,41999,12,256,6.7,5000,OnePlus
344,"Google Pixel 8 (Hazel, 128 GB)",8 GB RAM | 128 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 12MP | 10.5MP Front Camera4575 mAh BatteryTensor G3 Processor1 Year Domestic Warranty,4.4,44999,8,128,6.2,4575,Google
